Col37,Col38
412,4095,682
413,4095,681
414,4095,680
415,4095,680
416,4095,681
417,4095,679
418,4095,682
419,4095,682
420,4095,683
421,4095,681
422,4095,680
423,4095,681
424,4095,680
425,4095,682
426,4095,682
427,4095,682
428,4095,681
429,4095,680
430,4095,681
431,4095,680
432,4095,682
433,4095,682
434,4095,682
435,4095,680
436,4095,680
437,4095,680
438,4095,680
439,4095,681
440,4095,681
441,4095,683
442,4095,679
443,4095,680
444,4095,681
445,4095,680
446,4095,682
447,4095,681
448,4095,681
449,4095,679
450,4095,680
451,4095,680
452,4095,680
453,4095,682
454,4095,682
455,4095,681
456,4095,680
457,4095,679
458,4095,681
459,4095,679
460,4095,682
461,4095,681
462,4095,683
463,4095,679
464,4095,680
465,4095,681
466,4095,680
467,4095,682
468,4095,682
469,4095,682
470,4095,680
471,4095,680
472,4095,681
473,4095,679
474,4095,682
475,4095,681
476,4095,682
477,4095,680
478,4095,681
479,4095,680
480,4095,680
481,4095,682
482,4095,682
483,4095,683
484,4095,680
485,4095,680
486,4095,681
487,4095,680
488,4095,682
489,4095,682
490,4095,682
491,4095,680
492,4095,680
493,4095,681
494,4095,680
495,4095,682
496,4095,682
497,4095,683
498,4095,680
499,4095,681
500,4095,681
501,4095,679
502,4095,682
503,4095,683
504,4095,682
505,4095,680
506,4095,678
507,4095,681
508,4095,680
509,4095,682
510,4095,677
511,4095,680
