Col37,Col38
353,4095,2107
354,4095,2125
355,4095,2082
356,4095,1971
357,4095,1598
358,4095,1500
359,4095,1946
360,4095,2142
361,4095,2112
362,4095,2048
363,4095,1775
364,4095,1353
365,4095,1508
366,4095,2018
367,4095,2154
368,4095,2101
369,4095,1915
370,4095,1527
371,4095,1219
372,4095,1702
373,4095,2115
374,4095,2144
375,4095,2033
376,4095,1697
377,4095,1288
378,4095,1270
379,4095,1895
380,4095,2164
381,4095,2110
382,4095,1867
383,4095,1449
384,4095,1101
385,4095,1276
386,4095,1954
387,4095,2173
388,4095,2024
389,4095,1631
390,4095,1224
391,4095,968
392,4095,1382
393,4095,2038
394,4095,2156
395,4095,1828
396,4095,1379
397,4095,1052
398,4095,942
399,4095,1633
400,4095,2133
401,4095,2028
402,4095,1567
403,4095,1163
404,4095,936
405,4095,1230
406,4095,1969
407,4095,2141
408,4095,1774
409,4095,1306
410,4095,1008
411,4095,969
412,4095,1699
413,4095,2151
414,4095,1968
415,4095,1489
416,4095,1110
417,4095,928
418,4095,1521
419,4095,2098
420,4095,2101
421,4095,1680
422,4095,1244
423,4095,980
424,4095,1466
425,4095,2071
426,4095,2154
427,4095,1867
428,4095,1416
429,4095,1079
430,4095,1323
431,4095,1986
432,4095,2173
433,4095,2004
434,4095,1601
435,4095,1201
436,4095,1404
437,4095,1999
438,4095,2164
439,4095,2080
440,4095,1774
441,4095,1365
442,4095,1494
443,4095,2011
444,4095,2152
445,4095,2102
446,4095,1927
447,4095,1531
448,4095,1558
449,4095,1997
450,4095,2144
451,4095,2102
452,4095,2026
453,4095,1716
454,4095,1564
455,4095,1951
456,4095,2132
457,4095,2110
458,4095,2070
459,4095,1878
460,4095,1549
461,4095,1816
462,4095,2103
463,4095,2124
464,4095,2085
465,4095,1992
466,4095,1648
467,4095,1657
468,4095,2014
469,4095,2137
470,4095,2099
471,4095,2060
472,4095,1818
473,4095,1479
474,4095,1791
475,4095,2100
476,4095,2133
477,4095,2084
478,4095,1954
479,4095,1576
480,4095,1406
481,4095,1888
482,4095,2138
483,4095,2123
484,4095,2042
485,4095,1751
486,4095,1335
487,4095,1534
488,4095,2036
489,4095,2150
490,4095,2100
491,4095,1904
492,4095,1505
493,4095,1219
494,4095,1728
495,4095,2126
496,4095,2138
497,4095,2025
498,4095,1680
499,4095,1273
500,4095,1138
501,4095,1778
502,4095,2152
503,4095,2123
504,4095,1857
505,4095,1428
506,4095,1089
507,4095,1143
508,4095,1862
509,4095,2171
510,4095,2030
511,4095,1616
