Col37,Col38
144,4095,484
145,4095,568
146,4095,642
147,4095,693
148,4095,725
149,4095,740
150,4095,747
151,4095,740
152,4095,734
153,4095,721
154,4095,714
155,4095,702
156,4095,699
157,4095,688
158,4095,672
159,4095,636
160,4095,585
161,4084,512
162,4022,426
163,3956,328
164,3900,236
165,3860,163
166,3884,152
167,3943,189
168,4028,271
169,4095,367
170,4095,471
171,4095,560
172,4095,637
173,4095,691
174,4095,727
175,4095,743
176,4095,750
177,4095,744
178,4095,737
179,4095,723
180,4095,714
181,4095,702
182,4095,697
183,4095,684
184,4095,663
185,4095,620
186,4095,563
187,4064,484
188,4000,394
189,3936,297
190,3884,207
191,3824,123
192,3806,77
193,3840,86
194,3916,153
195,4008,250
196,4095,366
197,4095,476
198,4095,575
199,4095,650
200,4095,707
201,4095,737
202,4095,755
203,4095,753
204,4095,749
205,4095,734
206,4095,724
207,4095,710
208,4095,700
209,4095,680
210,4095,652
211,4095,602
212,4095,538
213,4037,452
214,3976,360
215,3916,263
216,3865,177
217,3815,100
218,3780,44
219,3749,6
220,3776,25
221,3848,94
222,3953,205
223,4060,325
224,4095,451
225,4095,555
226,4095,642
227,4095,700
228,4095,740
229,4095,755
230,4095,760
231,4095,750
232,4095,741
233,4095,725
234,4095,710
235,4095,682
236,4095,644
237,4095,584
238,4084,512
239,4014,421
240,3956,326
241,3895,230
242,3846,148
243,3800,77
244,3768,28
245,3740,0
246,3730,0
247,3787,45
248,3875,133
249,3990,256
250,4095,379
251,4095,498
252,4095,597
253,4095,672
254,4095,723
255,4095,747
256,4095,756
257,4095,757
258,4095,746
259,4095,733
260,4095,711
261,4095,680
262,4095,631
263,4095,566
264,4064,486
265,3992,388
266,3933,294
267,3876,199
268,3828,123
269,3788,56
270,3756,14
271,3728,0
272,3708,0
273,3692,0
274,3726,17
275,3809,90
276,3924,201
277,4040,323
278,4095,447
279,4095,552
280,4095,641
281,4095,698
282,4095,737
283,4095,753
284,4095,758
285,4095,748
286,4095,727
287,4095,687
288,4095,630
289,4095,550
290,4042,461
291,3973,359
292,3911,260
293,3853,169
294,3812,96
295,3772,35
296,3742,3
297,3717,0
298,3701,0
299,3685,0
300,3693,0
301,3756,48
302,3860,145
303,3980,262
304,4095,388
305,4095,502
306,4095,601
307,4095,672
308,4095,722
309,4095,746
310,4095,758
311,4095,750
312,4095,727
313,4095,680
314,4095,617
315,4093,529
316,4022,434
317,3949,329
318,3892,232
319,3836,142
320,3796,74
321,3756,20
322,3732,0
323,3708,0
324,3693,0
325,3680,0
326,3670,0
327,3680,0
328,3750,54
329,3856,147
330,3980,268
331,4095,389
332,4095,506
333,4095,601
334,4095,674
335,4095,720
336,4095,748
337,4095,748
338,4095,727
339,4095,676
340,4095,604
341,4076,509
342,4004,408
343,3932,299
344,3872,201
345,3820,115
346,3776,51
347,3744,6
348,3720,0
349,3700,0
350,3687,0
351,3676,0
352,3668,0
353,3664,0
354,3713,28
355,3808,106
356,3932,221
357,4052,343
358,4095,464
359,4095,566
360,4095,650
361,4095,704
362,4095,738
363,4095,741
364,4095,720
365,4095,664
366,4095,588
367,4064,489
368,3988,383
369,3916,273
370,3855,179
371,3804,95
372,3764,36
373,3728,0
374,3708,0
375,3688,0
376,3677,0
377,3668,0
378,3661,0
379,3668,0
380,3737,50
381,3844,140
382,3969,260
383,4088,383
384,4095,500
385,4095,596
386,4095,670
387,4095,718
388,4095,743
389,4095,737
390,4095,705
391,4095,641
392,4095,558
393,4036,454
394,3964,348
395,3892,240
396,3838,150
397,3788,73
398,3752,20
399,3721,0
400,3703,0
401,3685,0
402,3676,0
403,3668,0
404,3663,0
405,3704,21
406,3801,101
407,3920,209
408,4046,335
409,4095,454
410,4095,562
411,4095,643
412,4095,705
413,4095,737
414,4095,748
415,4095,728
416,4095,684
417,4095,609
418,4084,519
419,4004,412
420,3932,307
421,3868,203
422,3815,120
423,3768,50
424,3740,9
425,3713,0
426,3696,0
427,3680,0
428,3670,0
429,3676,0
430,3740,45
431,3844,135
432,3966,254
433,4084,377
434,4095,496
435,4095,592
436,4095,668
437,4095,716
438,4095,748
439,4095,754
440,4095,743
441,4095,705
442,4095,649
443,4095,566
444,4045,472
445,3968,365
446,3905,265
447,3845,170
448,3801,94
449,3760,32
450,3734,3
451,3708,0
452,3692,0
453,3684,0
454,3741,35
455,3836,120
456,3956,239
457,4068,360
458,4095,482
459,4095,581
460,4095,661
461,4095,712
462,4095,746
463,4095,756
464,4095,757
465,4095,742
466,4095,717
467,4095,669
468,4095,607
469,4078,522
470,4012,430
471,3941,327
472,3885,232
473,3829,143
474,3791,76
475,3752,22
476,3727,0
477,3718,0
478,3773,42
479,3864,132
480,3981,253
481,4088,377
482,4095,499
483,4095,596
484,4095,672
485,4095,720
486,4095,750
487,4095,758
488,4095,758
489,4095,746
490,4095,734
491,4095,711
492,4095,682
493,4095,632
494,4095,568
495,4053,484
496,3990,392
497,3924,293
498,3872,204
499,3821,121
500,3796,60
501,3772,32
502,3819,67
503,3908,151
504,4012,266
505,4095,384
506,4095,501
507,4095,595
508,4095,671
509,4095,717
510,4095,747
511,4095,756
